"Demographic data (total population, age groups and race/ethnicity) by census tract were extracted from the 2019 American Community Survey.",,,,,,,,,,,,,,
Census Tract,CES 4.0 Score,CES 4.0 Percentile,CES 4.0 Percentile Range,California County,Total Population,Children < 10 years (%),Pop 10-64 years (%),Elderly > 64 years (%),Hispanic (%),White (%),African American (%),Native American (%),Asian American (%),Other/Multiple (%)
6037402600,59.53,95.44,95-100% (highest scores),Los Angeles,7493,17.12,70.36,12.52,70.44,18.71,3.51,0,5.79,1.55
6037402702,59.59,95.47,95-100% (highest scores),Los Angeles,6365,21.37,74.42,4.21,85.2,3.3,10.42,0,0.97,0.11
6037402703,39.41,73.98,70-75%,Los Angeles,4661,9.25,79.81,10.94,66.94,12.08,10.77,0.19,8.66,1.35
6037402705,33.72,65.38,65-70%,Los Angeles,3254,9.96,76.83,13.21,73.29,11.77,6.21,0,5.87,2.86
6037402706,42.04,78.14,75-80%,Los Angeles,3834,11.89,78.17,9.94,72.09,10.17,6.44,0.03,7.2,4.07
6037402801,64.82,97.74,95-100% (highest scores),Los Angeles,4976,21.36,73.31,5.33,94.21,1.49,0,1.53,2.77,0
6037402803,36.06,69.23,65-70%,Los Angeles,3270,15.9,78.5,5.6,90.67,0.67,1.83,0,6.64,0.18
6037402804,59.09,95.13,95-100% (highest scores),Los Angeles,4238,12.88,80.32,6.8,82.33,2.12,3.66,0,11.12,0.78
6037402902,53.05,90.91,90-95%,Los Angeles,6903,10.91,78.23,10.86,75.68,6.35,4.55,0,12.75,0.68
6037402903,48.23,85.79,85-90%,Los Angeles,4363,16.43,71.9,11.67,79.42,4.33,3.62,0,11.07,1.56
6037402904,49.84,87.66,85-90%,Los Angeles,3705,17.27,75.33,7.4,89.15,5.29,1.11,0.49,2.91,1.05
6037403000,50.89,88.74,85-90%,Los Angeles,6950,14.62,71.63,13.76,85.58,2.81,3.77,0,6.52,1.32
6037403200,NA,NA,NA,Los Angeles,399,0,62.41,37.59,17.29,60.9,10.53,0,11.28,0
6037403303,28.46,55.85,55-60%,Los Angeles,2741,10.11,72.02,17.88,31.48,9.38,3.03,0.51,55.42,0.18
6037403304,15.80,27.36,25-30%,Los Angeles,4863,8.12,68.99,22.89,15.3,13.7,0.95,0.82,65.04,4.19
6037403305,10.20,13.46,10-15%,Los Angeles,2294,10.59,74.76,14.65,10.99,9.76,1.53,0,73.41,4.32
6037403312,28.62,56.15,55-60%,Los Angeles,5096,11.42,72.31,16.27,34.32,22.25,1.14,0,41.42,0.86
6037403316,24.21,47.18,45-50%,Los Angeles,6757,10.6,72.92,16.49,19.52,33.76,5.33,0,39.75,1.64
6037403317,23.93,46.60,45-50%,Los Angeles,4710,5.77,76.48,17.75,32.29,14.93,8.24,0.62,39.72,4.2
6037403318,38.79,73.20,70-75%,Los Angeles,6367,9.27,77.24,13.49,30.64,23.31,8.37,0,31.35,6.33
6037403319,24.42,47.67,45-50%,Los Angeles,4046,8.3,73.9,17.8,23.68,13.47,5.59,0.2,52.82,4.25
6037403320,10.95,15.34,15-20%,Los Angeles,4992,9.13,73.82,17.05,14.88,10.56,3.02,0,70.71,0.82
6037403321,21.83,41.83,40-45%,Los Angeles,6303,9.69,74.81,15.5,25.31,20.67,5.49,0,44.55,3.98
6037403322,23.87,46.42,45-50%,Los Angeles,3703,9.42,73.37,17.2,16.8,23.71,1.81,0,54.71,2.97
6037403323,25.21,49.22,45-50%,Los Angeles,5494,8.77,74.83,16.4,8.21,14,3.22,1.33,70.86,2.38
6037403324,11.89,17.62,15-20%,Los Angeles,7193,11.54,70.9,17.56,14.56,9.34,4.05,0.35,70.9,0.81
6037403325,15.97,27.72,25-30%,Los Angeles,5348,14.19,69.67,16.14,15.52,14.6,5.55,0,61.89,2.43
6037403401,22.69,43.68,40-45%,Los Angeles,5136,11.84,65.87,22.29,25.9,7.3,7.48,0,58.53,0.8
6037403402,20.14,37.83,35-40%,Los Angeles,3745,12.84,73.22,13.94,25.21,13.91,2.38,0.37,56.45,1.68
6037403403,25.16,49.09,45-50%,Los Angeles,4898,7.47,67.84,24.68,18.25,5.31,5.06,0,68.66,2.72
6037403404,20.23,38.05,35-40%,Los Angeles,2645,5.41,69.49,25.1,13.65,13.53,4.76,0,66.16,1.89
6037403405,21.98,42.12,40-45%,Los Angeles,1698,6.54,75.38,18.08,20.67,14.78,0.18,0,63.19,1.18
6037403406,19.48,36.14,35-40%,Los Angeles,2955,10.63,75.87,13.5,26.63,23.96,0.71,0,43.62,5.08
6037403407,11.88,17.59,15-20%,Los Angeles,2314,6.53,79.08,14.39,13.05,3.89,2.64,0,80.42,0
6037403408,14.92,25.37,25-30%,Los Angeles,6512,7.77,68.81,23.42,16.57,8.35,5.08,0,66.85,3.15
6037403500,25.82,50.66,50-55%,Los Angeles,1835,8.01,62.34,29.65,36.02,19.78,2.83,0,38.09,3.27
6037403600,25.38,49.63,45-50%,Los Angeles,6690,9.21,68.1,22.69,55.41,21.78,4.33,0.18,17.28,1.02
6037403702,23.94,46.67,45-50%,Los Angeles,3786,10.83,69.92,19.26,46.01,29.69,3.75,0,17.01,3.54
6037403703,16.74,29.77,25-30%,Los Angeles,4542,8.48,67.17,24.35,42.25,42.34,3.48,0,10.57,1.37
6037403721,33.07,64.17,60-65%,Los Angeles,4897,9.76,75.17,15.07,53.44,29.59,2.45,0.31,11.93,2.29
6037403722,33.07,64.16,60-65%,Los Angeles,5628,15.88,74.29,9.83,65.65,19.46,2.26,0,11,1.63
6037403801,29.51,57.88,55-60%,Los Angeles,6224,12.77,76.78,10.44,62.44,16.15,2.39,0.4,17,1.62
6037403802,19.66,36.67,35-40%,Los Angeles,6687,13.8,74.59,11.6,53.39,25.62,4.49,0.43,11.4,4.68
6037403901,28.72,56.33,55-60%,Los Angeles,3174,8.25,77,14.74,53.28,31.7,1.42,0.95,10.21,2.46
6037403902,27.59,54.08,50-55%,Los Angeles,5140,13.93,70.76,15.31,40.08,43.58,6.21,1.17,7.51,1.46
6037404000,32.07,62.52,60-65%,Los Angeles,4614,11.68,77.13,11.18,70.03,19.96,1.28,0,8.73,0
6037404100,31.78,62.04,60-65%,Los Angeles,6277,13.02,77.01,9.97,81.01,6.5,3.47,0,7.31,1.7
6037404201,46.43,83.79,80-85%,Los Angeles,3519,16.14,73.86,10,68.71,15.23,0.71,1.05,11.03,3.27
6037404202,38.15,72.40,70-75%,Los Angeles,4252,6.91,86.1,6.98,54.8,27.92,2.8,0.4,12.37,1.72
6037404301,49.93,87.78,85-90%,Los Angeles,5503,15.94,72.72,11.34,87.23,5.89,3.25,0,3.29,0.35
6037404302,30.80,60.27,60-65%,Los Angeles,2176,15.3,73.07,11.63,73.9,13.14,0.92,0,11.63,0.41
6037404401,43.40,80.03,80-85%,Los Angeles,3715,12.25,77.52,10.23,84.93,9.99,1.13,0,2.63,1.32
6037404402,60.16,95.79,95-100% (highest scores),Los Angeles,5156,10.76,79.98,9.25,76.24,5.28,2.48,0,13.48,2.52
6037404501,41.68,77.61,75-80%,Los Angeles,2789,14.88,79.74,5.38,85.37,4.84,1,0,6.38,2.4
6037404503,42.78,79.15,75-80%,Los Angeles,2638,12.21,75.17,12.62,74.37,8.38,2.92,0,12.21,2.12
6037404504,31.09,60.80,60-65%,Los Angeles,5073,14.09,76.54,9.36,79.52,7.35,3.37,0,9.52,0.24
6037404600,45.94,83.13,80-85%,Los Angeles,1394,13.2,71.31,15.49,90.32,8.46,0,0,0.65,0.57
6037404701,55.86,93.15,90-95%,Los Angeles,5665,12,75.52,12.48,77.32,3.95,0.19,0,18.23,0.3
6037404702,54.09,91.74,90-95%,Los Angeles,5629,13.84,76.37,9.79,66,3.32,2.5,0,27.84,0.34
6037404703,68.41,98.73,95-100% (highest scores),Los Angeles,3110,17.52,73.95,8.52,83.92,2.22,1.54,0,11.22,1.09
6037404801,51.36,89.31,85-90%,Los Angeles,7911,13.05,75,11.96,73.18,3.73,0.97,0,21.97,0.15
6037404802,62.77,96.99,95-100% (highest scores),Los Angeles,4196,13.35,74.86,11.8,73.26,4.46,1.36,0.64,20.18,0.1
6037404803,48.45,86.08,85-90%,Los Angeles,1719,10.76,76.44,12.8,77.43,12.16,0,0,10.41,0
6037404901,46.69,84.06,80-85%,Los Angeles,5700,10.79,75.26,13.95,72.33,3.63,2.65,0,21.39,0
6037404902,34.63,66.99,65-70%,Los Angeles,3968,10.71,74.27,15.02,63.73,2.67,0.05,0,32.76,0.78
6037404903,44.82,81.73,80-85%,Los Angeles,2738,12.89,77.65,9.46,64.83,2.67,0,0,32.51,0
6037405001,50.27,88.21,85-90%,Los Angeles,6029,10.27,76.4,13.34,85.52,2.8,0.58,0,10.6,0.5
6037405002,42.67,78.93,75-80%,Los Angeles,3169,9.34,77.03,13.63,81.41,2.08,0.41,1.23,14.29,0.57
6037405101,42.59,78.79,75-80%,Los Angeles,5617,11.41,74.68,13.9,76.05,3.24,0.84,0,19.58,0.28
6037405102,54.21,91.81,90-95%,Los Angeles,5639,13.26,74.43,12.31,72.14,4.79,2.23,0.46,20.38,0
6037405201,52.47,90.49,90-95%,Los Angeles,4933,12.87,76.65,10.48,74.21,4.32,3.39,0.24,16.22,1.62
6037405202,50.15,88.04,85-90%,Los Angeles,4850,11.24,75.51,13.26,76.85,2.82,2.21,0.76,16.93,0.43
6037405203,47.52,84.97,80-85%,Los Angeles,3638,16.55,69.85,13.61,68.99,9.76,0.69,0,19.93,0.63
6037405301,28.48,55.86,55-60%,Los Angeles,3469,13.06,73.8,13.14,67.92,10.03,2.94,0,17.21,1.9
6037405302,40.99,76.64,75-80%,Los Angeles,5433,12.33,74.18,13.49,67.72,9.94,2.19,0,18.79,1.36
6037405400,27.22,53.48,50-55%,Los Angeles,4950,9.92,74.16,15.92,75.66,12.4,1.76,0,8.91,1.27
6037405500,29.26,57.39,55-60%,Los Angeles,6596,15.72,70.95,13.33,61.83,13.72,0.77,0.91,21.36,1.41
6037405600,26.89,52.82,50-55%,Los Angeles,5553,13.43,69.62,16.95,62.7,13.96,2.38,0,20.58,0.38
6037405701,24.31,47.39,45-50%,Los Angeles,3862,11.96,79.83,8.21,69.06,14.71,0,0,15.3,0.93
6037405702,34.50,66.70,65-70%,Los Angeles,4957,11.86,76.24,11.9,55.98,13.88,7.83,0,18.01,4.3
6037405800,28.43,55.77,55-60%,Los Angeles,5825,11.45,76.52,12.03,68.03,15.18,1.13,0,9.84,5.82
6037405900,29.31,57.46,55-60%,Los Angeles,3951,10.78,73.6,15.62,64.84,18.88,2.48,0.66,11.52,1.62
6037406000,28.83,56.64,55-60%,Los Angeles,5206,10.93,74.26,14.81,60.07,23.74,1.61,0.25,12.04,2.29
6037406101,32.70,63.58,60-65%,Los Angeles,3105,13.56,72.5,13.95,60.42,21.13,3.61,1.93,9.82,3.09
6037406102,36.26,69.52,65-70%,Los Angeles,6167,15.4,76.52,8.08,70.86,14.92,3.92,0.24,8.5,1.56
6037406200,44.29,81.22,80-85%,Los Angeles,5811,11.62,68.35,20.03,60.47,14.46,3.94,0,19.43,1.7
6037406300,31.96,62.36,60-65%,Los Angeles,5829,9.13,73.01,17.86,37.9,20.24,1.66,0,33.67,6.52
6037406402,23.95,46.68,45-50%,Los Angeles,2043,10.62,65.05,24.33,53.55,30.1,1.76,0,9.1,5.48
6037406411,44.23,81.14,80-85%,Los Angeles,2002,12.59,72.03,15.38,57.44,18.48,2.15,0,18.43,3.5
6037406412,27.57,54.06,50-55%,Los Angeles,2123,9.51,69.01,21.48,50.45,21.62,1.65,0,25.44,0.85
6037406500,37.69,71.62,70-75%,Los Angeles,6655,11.5,76.8,11.71,57.55,9.59,3.59,0.5,23.56,5.21
6037406601,15.60,26.89,25-30%,Los Angeles,5550,12.2,73.3,14.5,58.43,17.28,3.48,0.47,18.67,1.68
6037406602,29.33,57.50,55-60%,Los Angeles,5198,10.08,76.22,13.7,65.7,11.33,0.31,0.15,22.14,0.37
6037406701,37.52,71.38,70-75%,Los Angeles,3082,8.6,77.9,13.5,58.6,8.57,8.66,0.16,22.58,1.43
6037406702,44.43,81.35,80-85%,Los Angeles,6375,11.06,73.82,15.12,57.25,12.85,2.34,0,25.11,2.45
6037406800,37.99,72.15,70-75%,Los Angeles,4866,8.98,74.48,16.54,57.71,10.93,2.38,0,27.87,1.11
6037406901,40.96,76.60,75-80%,Los Angeles,4773,15.32,72.62,12.07,77.16,3.42,2.05,0,16.36,1.01
6037406902,32.94,63.92,60-65%,Los Angeles,3584,12.64,69.98,17.38,72.85,5.22,1.14,0,18.5,2.29
6037407001,51.08,88.97,85-90%,Los Angeles,6284,11.11,78.26,10.63,92.03,1.54,0.38,0,5.49,0.56
6037407002,60.34,95.90,95-100% (highest scores),Los Angeles,3436,10.1,73.49,16.41,84.46,3.17,0.76,0,10.83,0.79
6037407101,43.49,80.12,80-85%,Los Angeles,4883,13.5,74.56,11.94,87.08,3.97,0.7,0,8.25,0
6037407102,49.13,86.89,85-90%,Los Angeles,5710,13.06,76.6,10.33,78.53,2.01,1.02,0.51,16.43,1.51
6037407200,56.23,93.37,90-95%,Los Angeles,6910,12.53,75.14,12.33,86.98,4.66,0.03,0,8.34,0
6037407301,34.06,65.96,65-70%,Los Angeles,4949,7.44,77.41,15.15,76.72,4.71,1.01,0,16.12,1.43
6037407302,40.70,76.13,75-80%,Los Angeles,3503,13.16,72.85,13.99,85.67,1.37,1.66,0,11.31,0
6037407400,34.24,66.29,65-70%,Los Angeles,1977,12.14,73.75,14.11,45.17,11.23,5.92,0,29.94,7.74
6037407501,40.71,76.17,75-80%,Los Angeles,4257,12.64,76.02,11.35,78.44,4.6,1.29,0,15.57,0.09
6037407502,30.39,59.44,55-60%,Los Angeles,4170,9.04,83,7.96,84.65,4.6,2.57,0,7.48,0.7
6037407601,54.31,91.92,90-95%,Los Angeles,4608,11.63,83.09,5.27,83.75,2.56,1.41,0,12.28,0
6037407602,47.32,84.81,80-85%,Los Angeles,3993,7.46,78.56,13.97,80.12,2.38,2.4,0.68,13.43,1
6037407701,49.24,87.10,85-90%,Los Angeles,4903,10.12,77.18,12.71,83.09,2.75,0.31,0,13.85,0
6037407702,48.11,85.65,85-90%,Los Angeles,6744,14.32,73.13,12.54,76.3,7.24,0.62,0.64,14.72,0.47
6037407801,45.55,82.64,80-85%,Los Angeles,5727,12.5,74.66,12.83,68.92,3.11,1.05,0.14,24.18,2.6
6037407802,41.92,77.94,75-80%,Los Angeles,3476,10.7,76.27,13.03,77.24,3.97,1.29,1.21,16.2,0.09
6037407900,34.18,66.23,65-70%,Los Angeles,6082,11.92,73.38,14.7,66.9,5.05,5,0,22.58,0.48
6037408003,26.62,52.26,50-55%,Los Angeles,4577,11.71,71.75,16.54,61.02,4.98,6.23,0,27.59,0.17
6037408004,26.37,51.56,50-55%,Los Angeles,2493,13.6,74.77,11.63,44.52,6.62,10.71,0,36.5,1.64
6037408005,21.34,40.67,40-45%,Los Angeles,5161,10.42,75.72,13.85,37.57,12.23,5.44,0,40.24,4.51
6037408006,33.88,65.65,65-70%,Los Angeles,3344,11.93,73.83,14.23,36.57,3.53,3.98,0,53.95,1.97
6037408133,37.36,71.18,70-75%,Los Angeles,5203,14.4,74.01,11.59,53.32,6.13,4.15,0,35,1.4
6037408134,26.68,52.41,50-55%,Los Angeles,2760,8.19,71.2,20.62,30.25,10.51,5,0,50.4,3.84
6037408135,24.81,48.34,45-50%,Los Angeles,3882,11.67,72.8,15.53,37.17,8.5,4.56,0,48.66,1.11
6037408136,29.16,57.20,55-60%,Los Angeles,4224,9.64,74.93,15.44,52.65,8.03,6.2,0.45,31.87,0.8
6037408137,31.93,62.30,60-65%,Los Angeles,4277,11.29,75.45,13.26,45.15,8.3,7.55,0,37.83,1.17
6037408138,39.85,74.75,70-75%,Los Angeles,5432,13.51,72.94,13.55,89.12,4.71,0.74,0,4.6,0.83
6037408139,49.50,87.37,85-90%,Los Angeles,4536,12.7,74.32,12.99,94.16,3.06,0.33,0,2.45,0
6037408140,52.91,90.81,90-95%,Los Angeles,3793,9.75,81.47,8.78,91.12,2.16,0.82,0,5.91,0
6037408141,34.83,67.30,65-70%,Los Angeles,5366,12.43,75.48,12.09,80.67,0.89,0.11,0,18.32,0
6037408202,54.57,92.16,90-95%,Los Angeles,2015,11.41,75.63,12.95,80.79,6.7,0,0,10.37,2.13
6037408211,41.60,77.48,75-80%,Los Angeles,6381,15.44,68.44,16.13,28.99,4.22,1.18,0,63.99,1.63
6037408212,29.58,57.97,55-60%,Los Angeles,5042,13.03,67.26,19.71,29.69,7.3,3.47,0.02,58.01,1.51
6037408301,62.47,96.79,95-100% (highest scores),Los Angeles,5569,14.49,73.07,12.44,88.49,1.63,0.54,0,9.34,0
6037408302,40.18,75.28,75-80%,Los Angeles,3836,10.79,73.46,15.75,75.55,7.14,0,0,16.03,1.28
6037408303,34.93,67.45,65-70%,Los Angeles,4183,7.32,72.17,20.51,67.46,13.51,1.22,0,17.81,0
6037408401,54.19,91.79,90-95%,Los Angeles,4389,6.86,78.06,15.08,62,9.5,2.57,0,25.75,0.18
6037408402,34.35,66.45,65-70%,Los Angeles,6646,8.85,71.8,19.35,61.39,16.25,1.02,0.29,21.05,0
6037408501,59.49,95.37,95-100% (highest scores),Los Angeles,3050,11.48,75.08,13.44,70.92,4.92,0.46,0,23.48,0.23
6037408503,13.51,21.72,20-25%,Los Angeles,6673,10.7,67.09,22.21,33.88,16.87,1.71,0.33,44.82,2.38
6037408504,38.43,72.84,70-75%,Los Angeles,5193,12.63,73.66,13.71,54,10.98,0.19,0,33.62,1.21
6037408505,26.53,52.05,50-55%,Los Angeles,2653,10.4,68.6,21,46.44,17.49,0.72,0.83,34.53,0
6037408623,32.90,63.83,60-65%,Los Angeles,3268,8.78,64.9,26.32,30.69,16.06,2.66,0,47.67,2.91
6037408624,25.98,50.93,50-55%,Los Angeles,2958,9.33,69.41,21.26,24.98,8.25,0.03,0,65.75,0.98
6037408625,26.10,51.10,50-55%,Los Angeles,4214,13.46,67.85,18.7,31.87,14.74,0,0.33,52.23,0.83
6037408626,19.40,35.94,35-40%,Los Angeles,4037,8,72.36,19.64,21.8,6.07,2.08,0,70.05,0
6037408627,10.02,13.00,10-15%,Los Angeles,3076,9.53,65.8,24.67,19.73,11.22,1.33,0,66.15,1.56
6037408628,22.62,43.51,40-45%,Los Angeles,5177,8.04,67.9,24.07,20.71,8.56,1.27,0,67.36,2.11
6037408629,16.75,29.80,25-30%,Los Angeles,3012,7.74,70.78,21.48,23.71,13.25,2.06,0.2,57.57,3.22
6037408630,39.47,74.10,70-75%,Los Angeles,2510,11.91,74.22,13.86,75.66,4.26,0,0,17.45,2.63
6037408631,40.62,76.07,75-80%,Los Angeles,5214,10.18,76.68,13.14,58.78,8.4,0.15,0,31.66,1
6037408703,14.60,24.56,20-25%,Los Angeles,6545,7,75.91,17.1,9.53,6.39,0.86,0,81.93,1.3
6037408704,22.62,43.52,40-45%,Los Angeles,3311,9.21,62.52,28.27,26.16,7.55,1.9,0,63.09,1.3
6037408705,20.59,39.04,35-40%,Los Angeles,5625,10.68,70.52,18.79,23.52,11.77,0,0,64.2,0.52
6037408706,11.26,16.09,15-20%,Los Angeles,1835,8.01,69.59,22.4,16.78,12.1,0.38,7.41,60.76,2.56
6037408722,15.10,25.77,25-30%,Los Angeles,4313,7.91,76.4,15.7,26.43,12.1,0.19,0.23,60.65,0.39
6037408723,18.11,32.98,30-35%,Los Angeles,2975,8.03,74.18,17.78,25.88,10.69,2.35,0.17,57.34,3.56
6037408724,28.19,55.28,55-60%,Los Angeles,5542,22.07,73.26,4.67,56.35,2.51,1.39,0,38.47,1.28
6037408800,62.58,96.85,95-100% (highest scores),Los Angeles,4387,10.96,82.7,6.34,68.27,14.36,6.5,0,6.88,3.99
6037430002,35.37,68.09,65-70%,Los Angeles,6522,10.03,71.36,18.61,43.93,26.74,7.24,0,21.47,0.63
6037430003,11.16,15.82,15-20%,Los Angeles,4971,9.64,70.89,19.47,33.19,36.29,3.38,0.26,20.68,6.2
6037430101,41.84,77.81,75-80%,Los Angeles,5382,9.74,66.63,23.63,50.5,24.88,5.96,0.33,15.92,2.4
6037430102,37.12,70.76,70-75%,Los Angeles,4684,6.49,77.95,15.56,75.19,9.35,4.61,1.71,8.9,0.23
6037430200,10.06,13.07,10-15%,Los Angeles,1026,7.5,56.92,35.58,12.09,55.46,0.78,0,30.41,1.27
6037430301,11.37,16.29,15-20%,Los Angeles,4319,9.68,68.81,21.51,17.81,62.95,4.12,0,11.99,3.13
6037430302,17.12,30.61,30-35%,Los Angeles,5339,9.76,72.77,17.48,28.71,53.4,1.57,0,9.16,7.15
6037430400,18.75,34.62,30-35%,Los Angeles,4642,7.93,70.44,21.63,6.79,25.66,3.08,0,62.41,2.07
6037430501,8.95,10.53,10-15%,Los Angeles,4030,10.05,61.64,28.31,5.98,68.26,1.17,0.2,18.41,5.98
6037430502,10.78,14.91,10-15%,Los Angeles,6902,10.43,69.83,19.73,19.28,65.18,0.52,0,12.33,2.68
6037430600,16.61,29.35,25-30%,Los Angeles,4553,12.63,66.68,20.69,4.88,31.91,1.74,0,55.28,6.19
6037430701,17.26,30.93,30-35%,Los Angeles,5846,12.97,70.77,16.27,15.51,28.04,1.44,0,52.51,2.5
6037430721,16.70,29.63,25-30%,Los Angeles,3963,12.39,67.95,19.66,15.09,28.41,2.75,0,50.82,2.93
6037430723,13.84,22.57,20-25%,Los Angeles,4365,12.05,77.46,10.49,10.95,26.39,3.37,0,55.92,3.37
6037430724,18.04,32.80,30-35%,Los Angeles,4723,12.56,73.2,14.25,16.11,17.36,1.59,0,63.22,1.72
6037430801,23.48,45.52,45-50%,Los Angeles,6978,10.75,80.58,8.67,7.01,16.77,1.52,0,69.62,5.09
6037430802,19.26,35.75,35-40%,Los Angeles,4586,9.86,70.56,19.58,10.14,13.08,0.33,0.68,74.42,1.35
6037430803,18.54,34.04,30-35%,Los Angeles,5397,9.69,65.5,24.81,13.47,24.27,0,0.26,59.92,2.08
6037430901,37.30,70.97,70-75%,Los Angeles,4517,10.96,76.13,12.91,48.73,21.41,8.63,0,18.84,2.39
6037430902,31.45,61.36,60-65%,Los Angeles,4539,10.49,75.41,14.1,38.82,24.01,4.3,0,30.85,2.03
6037431001,32.87,63.77,60-65%,Los Angeles,7669,13.51,76.32,10.17,52.99,29.77,4.51,0,9.41,3.31
6037431002,23.49,45.59,45-50%,Los Angeles,3165,10.62,67.42,21.96,27.01,46.19,3.92,0,18.99,3.89
6037431100,39.70,74.51,70-75%,Los Angeles,6758,11.26,81.44,7.3,58.23,16.14,9,0,15.52,1.11
6037431200,39.97,74.96,70-75%,Los Angeles,6399,11.49,77.2,11.31,68.28,9.95,9.35,0,10.77,1.66
6037431300,21.12,40.23,40-45%,Los Angeles,2689,13.2,71.66,15.14,37.26,33.4,0.82,0.19,24.14,4.2
6037431400,30.98,60.59,60-65%,Los Angeles,4202,9.95,69.9,20.16,30.13,19.18,0.74,0.38,46.74,2.83
6037431501,25.21,49.21,45-50%,Los Angeles,4480,11.34,66.83,21.83,33.59,17.01,3.21,0.22,44.78,1.18
6037431502,27.17,53.38,50-55%,Los Angeles,4273,11.87,72.76,15.38,25.65,24.81,0.98,0.09,45.52,2.95
6037431600,10.81,15.00,15-20%,Los Angeles,4190,6.3,66.87,26.83,8.35,20.29,1.17,0.53,66.21,3.46
6037431700,15.19,26.00,25-30%,Los Angeles,6000,5.17,69.87,24.97,8.12,15.27,1.42,0,73.6,1.6
6037431800,17.60,31.83,30-35%,Los Angeles,5655,9.3,67,23.7,13.76,21.66,1.96,0,59.94,2.67
6037431900,26.55,52.11,50-55%,Los Angeles,4400,11.5,73.02,15.48,19.36,18.07,2.68,0,58.27,1.61
6037432000,24.16,47.09,45-50%,Los Angeles,7601,10.88,67.5,21.62,19.35,16.06,0.39,0.36,62.79,1.05
6037432101,27.04,53.14,50-55%,Los Angeles,4103,11.46,68.93,19.62,14.65,18.52,0.02,1,63.56,2.24
6037432102,23.03,44.58,40-45%,Los Angeles,5951,12.03,71.57,16.4,19.86,14.1,0.67,0.35,63.02,2
6037432201,39.87,74.79,70-75%,Los Angeles,4491,11.47,68.23,20.31,13.16,10.58,0.22,0,74.33,1.71
6037432202,46.80,84.18,80-85%,Los Angeles,4471,11.23,68.87,19.91,33.73,6.84,0.47,0.22,58.17,0.56
6037432300,53.91,91.55,90-95%,Los Angeles,4350,13.68,73.06,13.26,46.53,7.68,0,0.48,45.11,0.21
6037432401,43.27,79.87,75-80%,Los Angeles,3705,6.5,76.44,17.06,54.49,5.21,0.16,0,40.03,0.11
6037432402,46.32,83.69,80-85%,Los Angeles,6938,13.03,71.01,15.96,52.91,8.4,1.18,0,37.23,0.27
6037432500,52.03,90.09,90-95%,Los Angeles,8180,6.5,75.54,17.96,59.74,6.91,0.17,0,32.31,0.87
6037432601,50.06,87.96,85-90%,Los Angeles,7210,8.25,77.84,13.91,55.19,3.79,1.39,0,38.46,1.18
6037432602,47.24,84.69,80-85%,Los Angeles,4852,9.65,77.78,12.57,54.45,1.61,0,0,42.46,1.48
6037432700,66.56,98.29,95-100% (highest scores),Los Angeles,5779,14.38,73.21,12.41,81.48,1.96,0,0,16.56,0
6037432801,61.55,96.42,95-100% (highest scores),Los Angeles,2797,8.97,56.85,34.18,49.48,2.79,0.18,0,47.55,0
6037432802,64.31,97.57,95-100% (highest scores),Los Angeles,5077,17.18,75.87,6.95,72.52,1.73,0,0,24.88,0.87
6037432901,46.55,83.91,80-85%,Los Angeles,3727,8.29,76.68,15.03,26.91,3.6,1.21,0.4,66.33,1.56
6037432902,36.80,70.31,70-75%,Los Angeles,3312,5.13,70.5,24.37,29.56,8.21,0.21,0.57,57.49,3.96
6037433101,76.26,99.79,95-100% (highest scores),Los Angeles,2464,7.47,69.89,22.65,48.3,2.44,0.16,0.16,48.42,0.53
6037433102,66.78,98.37,95-100% (highest scores),Los Angeles,5348,9.12,75.8,15.07,56.69,0.71,0,0,42.59,0
6037433200,64.58,97.66,95-100% (highest scores),Los Angeles,6246,11.08,73.78,15.15,62.09,6.61,0.74,0,29.6,0.96
6037433302,57.03,93.91,90-95%,Los Angeles,1530,13.53,72.61,13.86,78.76,2.03,3.86,0,14.97,0.39
6037433304,48.81,86.52,85-90%,Los Angeles,5063,11.16,75.49,13.35,69.09,3.69,1.05,0,25.64,0.53
6037433305,52.21,90.28,90-95%,Los Angeles,4582,9.38,80.6,10.02,64.32,1.22,0.39,0,33.83,0.24
6037433306,51.84,89.83,85-90%,Los Angeles,3136,9.18,78.7,12.12,68.24,3.13,0.13,0,28.51,0
6037433307,54.32,91.94,90-95%,Los Angeles,3193,11.56,77.48,10.96,62.51,1.13,0.19,4.04,31.38,0.75
6037433401,58.86,95.03,95-100% (highest scores),Los Angeles,3405,11.54,78.27,10.19,69.81,2.26,0.35,0,27.2,0.38
6037433402,55.50,92.91,90-95%,Los Angeles,4713,14.05,74.79,11.16,76.28,3.44,0.25,0.79,16.52,2.72
6037433403,51.36,89.30,85-90%,Los Angeles,4882,18.87,74.21,6.92,80.17,0.57,0,0,19.25,0
6037433501,76.91,99.85,95-100% (highest scores),Los Angeles,1949,10.98,75.42,13.6,93.89,0.72,0,0,5.39,0
6037433503,57.51,94.20,90-95%,Los Angeles,3269,14.22,76.08,9.7,75.68,1.35,0,0,22.97,0
6037433504,68.72,98.81,95-100% (highest scores),Los Angeles,4802,16.14,74.97,8.89,72.16,0.85,0.31,0,26.17,0.5
6037433601,49.70,87.53,85-90%,Los Angeles,5066,10.8,70.77,18.44,32.21,2.41,0,0,65.38,0
6037433602,51.74,89.74,85-90%,Los Angeles,2896,11.19,70.2,18.61,32.63,3.21,0,0,63.95,0.21
